name,code,side,title,rank_in_party,begin_date,end_date,memberId,congress
Committee on Transportation and Infrastructure,HSPW,majority,Member,2.0,,2019-01-03,Y000033,115
Committee on Natural Resources,HSII,null,null,2.0,,2017-01-03,Y000033,114
Committee on Transportation and Infrastructure,HSPW,null,null,2.0,,2017-01-03,Y000033,114
Committee on Natural Resources,HSII,null,null,2.0,2013-01-04,2015-01-03,Y000033,113
Committee on Transportation and Infrastructure,HSPW,null,null,2.0,2013-01-04,2015-01-03,Y000033,113
Committee on Natural Resources,HSII,null,null,2.0,2011-01-18,2013-01-03,Y000033,112
Committee on Transportation and Infrastructure,HSPW,null,null,2.0,2011-01-12,2013-01-03,Y000033,112
Committee on Transportation and Infrastructure,HSPW,null,null,2.0,2009-01-09,2011-01-03,Y000033,111
Committee on Natural Resources,HSII,null,null,2.0,2009-01-09,2011-01-03,Y000033,111
Committee on Transportation and Infrastructure,HSPW,null,null,2.0,2007-01-10,2009-01-03,Y000033,110
Committee on Natural Resources,HSII,null,null,1.0,2007-01-04,2009-01-03,Y000033,110
Committee on Financial Services,HSBA,minority,Member,12.0,,2023-01-03,Z000017,117
Committee on Foreign Affairs,HSFA,minority,Member,8.0,,2023-01-03,Z000017,117
Committee on Financial Services,HSBA,minority,Member,13.0,2019-01-23,2021-01-03,Z000017,116
Committee on Foreign Affairs,HSFA,minority,Member,8.0,2019-01-23,2021-01-03,Z000017,116
Committee on Financial Services,HSBA,majority,Member,25.0,,2019-01-03,Z000017,115
Committee on Foreign Affairs,HSFA,majority,Member,18.0,,2019-01-03,Z000017,115
Committee on Foreign Affairs,HSFA,null,null,24.0,,2017-01-03,Z000017,114
Committee on Transportation and Infrastructure,HSPW,null,null,33.0,,2017-01-03,Z000017,114
Committee on Veterans' Affairs,HSVR,null,null,11.0,,2017-01-03,Z000017,114
"Committee on Health, Education, Labor, and Pensions",SSHR,majority,Member,4.0,,2023-01-03,B001230,117
Committee on Appropriations,SSAP,majority,Member,11.0,,2023-01-03,B001230,117
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,7.0,,2023-01-03,B001230,117
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,8.0,2019-01-09,2021-01-03,B001230,116
"Committee on Health, Education, Labor, and Pensions",SSHR,minority,Member,4.0,2019-01-09,2021-01-03,B001230,116
Committee on Appropriations,SSAP,minority,Member,12.0,2019-01-09,2021-01-03,B001230,116
Committee on Appropriations,SSAP,minority,Member,12.0,2017-01-03,2019-01-03,B001230,115
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,10.0,2017-01-03,2019-01-03,B001230,115
"Committee on Health, Education, Labor, and Pensions",SSHR,minority,Member,7.0,2017-01-03,2019-01-03,B001230,115
Committee on Appropriations,SSAP,null,null,null,,2017-01-03,B001230,114
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,null,,2017-01-03,B001230,114
Committee on the Budget,SSBU,null,null,null,,2017-01-03,B001230,114
Committee on Homeland Security and Governmental Affairs,SSGA,null,null,null,,2017-01-03,B001230,114
Committee on the Budget,SSBU,null,null,10.0,2013-01-03,2015-01-03,B001230,113
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,10.0,2013-01-03,2015-01-03,B001230,113
Special Committee on Aging,SPAG,null,null,9.0,2013-01-03,2015-01-03,B001230,113
Committee on Homeland Security and Governmental Affairs,SSGA,null,null,8.0,2013-01-03,2015-01-03,B001230,113
Committee on Energy and Commerce,HSIF,null,null,16.0,2011-01-11,2013-01-03,B001230,112
Committee on the Judiciary,HSJU,null,null,18.0,2009-01-21,2011-01-03,B001230,111
Committee on Energy and Commerce,HSIF,null,null,19.0,2009-01-07,2011-01-03,B001230,111
Committee on Energy and Commerce,HSIF,null,null,23.0,2007-01-04,2009-01-03,B001230,110
Committee on Foreign Relations,SSFR,minority,Member,8.0,,2023-01-03,B001261,117
Committee on Energy and Natural Resources,SSEG,minority,Ranking Member,1.0,,2023-01-03,B001261,117
Committee on Finance,SSFI,minority,Member,14.0,,2023-01-03,B001261,117
Committee on Energy and Natural Resources,SSEG,majority,Member,2.0,2019-01-09,2021-01-03,B001261,116
Committee on Foreign Relations,SSFR,majority,Member,8.0,2019-01-09,2021-01-03,B001261,116
Committee on Indian Affairs,SLIA,majority,Member,2.0,2019-01-09,2021-01-03,B001261,116
Committee on Environment and Public Works,SSEV,majority,Chair,1.0,2019-01-09,2021-01-03,B001261,116
Committee on Indian Affairs,SLIA,majority,Member,2.0,2017-01-03,2019-01-03,B001261,115
Committee on Energy and Natural Resources,SSEG,majority,Member,2.0,2017-01-03,2019-01-03,B001261,115
Committee on Environment and Public Works,SSEV,majority,Chair,1.0,2017-01-03,2019-01-03,B001261,115
Committee on Foreign Relations,SSFR,majority,Member,8.0,2017-01-03,2019-01-03,B001261,115
Committee on Indian Affairs,SLIA,null,null,1.0,,2017-01-03,B001261,114
Committee on Environment and Public Works,SSEV,null,null,null,,2017-01-03,B001261,114
Committee on Foreign Relations,SSFR,null,null,null,,2017-01-03,B001261,114
Committee on Energy and Natural Resources,SSEG,null,null,null,,2017-01-03,B001261,114
Committee on Indian Affairs,SLIA,null,null,1.0,2013-01-03,2015-01-03,B001261,113
Committee on Foreign Relations,SSFR,null,null,7.0,2013-01-03,2015-01-03,B001261,113
Committee on Energy and Natural Resources,SSEG,null,null,2.0,2013-01-03,2015-01-03,B001261,113
Committee on Environment and Public Works,SSEV,null,null,3.0,2013-01-03,2015-01-03,B001261,113
Committee on Indian Affairs,SLIA,null,null,1.0,2011-01-05,2013-01-03,B001261,112
Committee on Energy and Natural Resources,SSEG,null,null,2.0,2011-01-05,2013-01-03,B001261,112
Committee on Environment and Public Works,SSEV,null,null,3.0,2011-01-05,2013-01-03,B001261,112
Committee on Foreign Relations,SSFR,null,null,8.0,2011-01-05,2013-01-03,B001261,112
Committee on Energy and Natural Resources,SSEG,null,null,3.0,2009-01-21,2011-01-03,B001261,111
Committee on Environment and Public Works,SSEV,null,null,4.0,2009-01-21,2011-01-03,B001261,111
Committee on Foreign Relations,SSFR,null,null,7.0,2009-01-21,2011-01-03,B001261,111
Committee on Indian Affairs,SLIA,null,null,1.0,2009-01-21,2011-01-03,B001261,111
Committee on Energy and Natural Resources,SSEG,null,null,10.0,2007-07-10,2009-01-03,B001261,110
Committee on Environment and Public Works,SSEV,null,null,1.0,2007-07-10,2009-01-03,B001261,110
Committee on Indian Affairs,SLIA,null,null,1.0,2007-07-10,2009-01-03,B001261,110
"Committee on Agriculture, Nutrition, and Forestry",SSAF,majority,Member,5.0,,2023-01-03,B001267,117
Select Committee on Intelligence,SLIN,majority,Member,6.0,,2023-01-03,B001267,117
Committee on Finance,SSFI,majority,Member,8.0,,2023-01-03,B001267,117
Select Committee on Intelligence,SLIN,minority,Member,7.0,2019-01-09,2021-01-03,B001267,116
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Member,5.0,2019-01-09,2021-01-03,B001267,116
Committee on Finance,SSFI,minority,Member,8.0,2019-01-09,2021-01-03,B001267,116
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Member,5.0,2017-01-03,2019-01-03,B001267,115
Committee on Finance,SSFI,minority,Member,9.0,2017-01-03,2019-01-03,B001267,115
"Committee on Health, Education, Labor, and Pensions",SSHR,minority,Member,5.0,2017-01-03,2019-01-03,B001267,115
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,null,,2017-01-03,B001267,114
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,null,,2017-01-03,B001267,114
Committee on Finance,SSFI,null,null,null,,2017-01-03,B001267,114
Committee on Finance,SSFI,null,null,13.0,2013-01-03,2015-01-03,B001267,113
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,8.0,2013-01-03,2015-01-03,B001267,113
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,8.0,2013-01-03,2015-01-03,B001267,113
Special Committee on Aging,SPAG,null,null,8.0,2011-01-05,2013-01-03,B001267,112
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,10.0,2011-01-05,2013-01-03,B001267,112
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,11.0,2011-01-05,2013-01-03,B001267,112
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,10.0,2011-01-05,2013-01-03,B001267,112
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,12.0,2009-09-29,2011-01-04,B001267,111
Special Committee on Aging,SPAG,null,null,10.0,2009-01-21,2011-01-03,B001267,111
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,11.0,2009-01-21,2011-01-03,B001267,111
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,12.0,2009-01-21,2011-01-03,B001267,111
Committee on Armed Services,SSAS,minority,Member,11.0,,2023-01-03,B001243,117
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,8.0,,2023-01-03,B001243,117
Committee on the Judiciary,SSJU,minority,Member,11.0,,2023-01-03,B001243,117
Committee on Veterans' Affairs,SSVA,minority,Member,7.0,,2023-01-03,B001243,117
Committee on the Judiciary,SSJU,majority,Member,12.0,2019-01-09,2021-01-03,B001243,116
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,9.0,2019-01-09,2021-01-03,B001243,116
Committee on Armed Services,SSAS,majority,Member,13.0,2019-01-09,2021-01-03,B001243,116
Committee on Veterans' Affairs,SSVA,majority,Member,8.0,,2021-01-03,B001243,116
Committee on Energy and Commerce,HSIF,majority,Member,6.0,,2019-01-03,B001243,115
Select Investigative Panel of the Committee on Energy and Commerce,,null,null,1.0,,2017-01-03,B001243,114
Committee on Energy and Commerce,HSIF,null,null,9.0,,2017-01-03,B001243,114
Committee on the Budget,HSBU,null,null,14.0,2013-02-05,2015-01-03,B001243,113
Committee on Energy and Commerce,HSIF,null,null,12.0,2013-01-04,2015-01-03,B001243,113
Committee on Energy and Commerce,HSIF,null,null,15.0,2011-01-19,2013-01-03,B001243,112
Committee on Energy and Commerce,HSIF,null,null,19.0,2009-01-09,2011-01-03,B001243,111
Committee on Energy and Commerce,HSIF,null,null,26.0,2007-03-12,2009-01-03,B001243,110
Committee on Energy (Ad Hoc),HHAH,null,null,5.0,2007-03-09,2009-01-03,B001243,110
Committee on Financial Services,HSBA,null,null,31.0,2007-01-10,2007-03-12,B001243,110
Committee on Homeland Security,HSHM,null,null,13.0,2007-01-10,2007-03-12,B001243,110
Committee on Armed Services,SSAS,majority,Member,4.0,,2023-01-03,B001277,117
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,3.0,,2023-01-03,B001277,117
Committee on the Judiciary,SSJU,majority,Member,7.0,,2023-01-03,B001277,117
Committee on Veterans' Affairs,SSVA,majority,Member,5.0,,2023-01-03,B001277,117
Special Committee on Aging,SPAG,majority,Member,3.0,,2023-01-03,B001277,117
Committee on the Judiciary,SSJU,minority,Member,7.0,2019-01-09,2021-01-03,B001277,116
Special Committee on Aging,SPAG,minority,Member,3.0,2019-01-09,2021-01-03,B001277,116
Committee on Veterans' Affairs,SSVA,minority,Member,5.0,2019-01-09,2021-01-03,B001277,116
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,3.0,2019-01-09,2021-01-03,B001277,116
Committee on Armed Services,SSAS,minority,Member,4.0,2019-01-09,2021-01-03,B001277,116
Special Committee on Aging,SPAG,minority,Member,5.0,2017-01-03,2019-01-03,B001277,115
Committee on Armed Services,SSAS,minority,Member,6.0,2017-01-03,2019-01-03,B001277,115
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,4.0,2017-01-03,2019-01-03,B001277,115
Committee on the Judiciary,SSJU,minority,Member,8.0,2017-01-03,2019-01-03,B001277,115
Committee on Veterans' Affairs,SSVA,minority,Member,5.0,2017-01-03,2019-01-03,B001277,115
Special Committee on Aging,SPAG,null,null,null,,2017-01-03,B001277,114
"Committee on Commerce, Science, and Transportation",SSCM,null,null,null,,2017-01-03,B001277,114
Committee on Veterans' Affairs,SSVA,null,null,1.0,,2017-01-03,B001277,114
Committee on Armed Services,SSAS,null,null,null,,2017-01-03,B001277,114
Committee on the Judiciary,SSJU,null,null,null,,2017-01-03,B001277,114
"Committee on Commerce, Science, and Transportation",SSCM,null,null,11.0,2013-01-03,2015-01-03,B001277,113
Committee on the Judiciary,SSJU,null,null,9.0,2013-01-03,2015-01-03,B001277,113
Committee on Armed Services,SSAS,null,null,10.0,2013-01-03,2015-01-03,B001277,113
Committee on Veterans' Affairs,SSVA,null,null,7.0,2013-01-03,2015-01-03,B001277,113
Special Committee on Aging,SPAG,null,null,8.0,2013-01-03,2015-01-03,B001277,113
Special Committee on Aging,SPAG,null,null,11.0,2011-02-04,2013-01-03,B001277,112
Committee on Armed Services,SSAS,null,null,14.0,2011-02-04,2013-01-03,B001277,112
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,12.0,2011-02-04,2013-01-03,B001277,112
Committee on the Judiciary,SSJU,null,null,10.0,2011-02-04,2013-01-03,B001277,112
Committee on Rules and Administration,SSRA,minority,Ranking Member,1.0,,2023-01-03,B000575,117
Committee on Appropriations,SSAP,minority,Member,6.0,,2023-01-03,B000575,117
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,3.0,,2023-01-03,B000575,117
Joint Committee on Printing,JSPR,minority,Ranking Member,1.0,,2023-01-03,B000575,117
Joint Committee on the Library,JSLC,minority,Ranking Member,1.0,,2023-01-03,B000575,117
Select Committee on Intelligence,SLIN,minority,Member,5.0,,2023-01-03,B000575,117
Committee on Rules and Administration,SSRA,majority,Chair,1.0,2019-01-09,2021-01-03,B000575,116
Select Committee on Intelligence,SLIN,majority,Member,5.0,2019-01-09,2021-01-03,B000575,116
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,3.0,2019-01-09,2021-01-03,B000575,116
Committee on Appropriations,SSAP,majority,Member,7.0,2019-01-09,2021-01-03,B000575,116
Joint Committee on the Library,JSLC,majority,Chair,1.0,,2021-01-03,B000575,116
Joint Committee on Printing,JSPR,majority,Chair,1.0,,2021-01-03,B000575,116
Joint Committee on the Library,JSLC,majority,Member,null,2017-01-03,2019-01-03,B000575,115
Select Committee on Intelligence,SLIN,majority,Member,5.0,2017-01-03,2019-01-03,B000575,115
Committee on Appropriations,SSAP,majority,Member,7.0,2017-01-03,2019-01-03,B000575,115
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,3.0,2017-01-03,2019-01-03,B000575,115
Committee on Rules and Administration,SSRA,majority,Member,6.0,2017-01-03,2019-01-03,B000575,115
Joint Committee on Printing,JSPR,null,null,null,,2017-01-03,B000575,114
Committee on Appropriations,SSAP,null,null,null,,2017-01-03,B000575,114
"Committee on Commerce, Science, and Transportation",SSCM,null,null,null,,2017-01-03,B000575,114
Committee on Rules and Administration,SSRA,null,null,1.0,,2017-01-03,B000575,114
Joint Committee on the Library,JSLC,null,null,1.0,,2017-01-03,B000575,114
Select Committee on Intelligence,SLIN,null,null,null,,2017-01-03,B000575,114
"Committee on Commerce, Science, and Transportation",SSCM,null,null,3.0,2013-01-03,2015-01-03,B000575,113
Committee on Rules and Administration,SSRA,null,null,7.0,2013-01-03,2015-01-03,B000575,113
Committee on Armed Services,SSAS,null,null,10.0,2013-01-03,2015-01-03,B000575,113
Committee on Appropriations,SSAP,null,null,10.0,2013-01-03,2015-01-03,B000575,113
Permanent Select Committee on Intelligence,HSIG,null,null,6.0,2009-02-04,2011-01-03,B000575,111
Committee on Energy and Commerce,HSIF,null,null,2.0,2009-01-09,2011-01-03,B000575,111
Committee on Energy and Commerce,HSIF,null,null,13.0,2007-12-18,2009-01-03,B000575,110
Committee on Foreign Affairs,HSFA,null,null,2.0,2007-10-10,2009-01-03,B000575,110
Committee on Small Business and Entrepreneurship,SSSB,majority,Member,5.0,,2023-01-03,B001288,117
"Committee on Agriculture, Nutrition, and Forestry",SSAF,majority,Member,9.0,,2023-01-03,B001288,117
Committee on the Judiciary,SSJU,majority,Member,9.0,,2023-01-03,B001288,117
Committee on Foreign Relations,SSFR,majority,Member,9.0,,2023-01-03,B001288,117
Committee on the Judiciary,SSJU,minority,Member,9.0,2019-01-09,2021-01-03,B001288,116
Committee on Foreign Relations,SSFR,minority,Member,10.0,2019-01-09,2021-01-03,B001288,116
Committee on Small Business and Entrepreneurship,SSSB,minority,Member,5.0,2019-01-09,2021-01-03,B001288,116
Committee on Environment and Public Works,SSEV,minority,Member,7.0,2019-01-09,2021-01-03,B001288,116
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,7.0,2017-01-03,2019-01-03,B001288,115
Committee on Environment and Public Works,SSEV,minority,Member,7.0,2017-01-03,2019-01-03,B001288,115
Committee on Foreign Relations,SSFR,minority,Member,10.0,2017-01-03,2019-01-03,B001288,115
Committee on Small Business and Entrepreneurship,SSSB,minority,Member,6.0,2017-01-03,2019-01-03,B001288,115
Committee on the Judiciary,SSJU,minority,Member,null,,2019-01-03,B001288,115
"Committee on Commerce, Science, and Transportation",SSCM,null,null,null,,2017-01-03,B001288,114
Committee on Environment and Public Works,SSEV,null,null,null,,2017-01-03,B001288,114
Committee on Homeland Security and Governmental Affairs,SSGA,null,null,null,,2017-01-03,B001288,114
Committee on Small Business and Entrepreneurship,SSSB,null,null,null,,2017-01-03,B001288,114
Commission on Security and Cooperation in Europe,JCSE,minority,Member,2.0,,2023-01-03,B001236,117
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Ranking Member,1.0,,2023-01-03,B001236,117
Committee on Appropriations,SSAP,minority,Member,9.0,,2023-01-03,B001236,117
Committee on Veterans' Affairs,SSVA,minority,Member,2.0,,2023-01-03,B001236,117
Committee on Environment and Public Works,SSEV,minority,Member,6.0,,2023-01-03,B001236,117
Committee on Environment and Public Works,SSEV,majority,Member,8.0,2019-01-09,2021-01-03,B001236,116
